timestamp,instance_id,S,K,J_sk,T,unavailable_prob,observations_possible,downlinks_possible,unavailable_slots,pop_size,max_fes,bga_status,bga_objective,bga_total_observations,bga_total_downlinks,bga_data_downlinked_gb,bga_runtime_minutes,bga_propellant_used,bga_evaluations,bga_feasible_solutions,bga_feasibility_rate,bga_figure_of_merit,ide_status,ide_objective,ide_total_observations,ide_total_downlinks,ide_data_downlinked_gb,ide_runtime_minutes,ide_propellant_used,ide_evaluations,ide_feasible_solutions,ide_feasibility_rate,ide_figure_of_merit,pso_status,pso_objective,pso_total_observations,pso_total_downlinks,pso_data_downlinked_gb,pso_runtime_minutes,pso_propellant_used,pso_evaluations,pso_feasible_solutions,pso_feasibility_rate,pso_figure_of_merit,rga_status,rga_objective,rga_total_observations,rga_total_downlinks,rga_data_downlinked_gb,rga_runtime_minutes,rga_propellant_used,rga_evaluations,rga_feasible_solutions,rga_feasibility_rate,rga_figure_of_merit,tp_ga_status,tp_ga_objective,tp_ga_total_observations,tp_ga_total_downlinks,tp_ga_data_downlinked_gb,tp_ga_runtime_minutes,tp_ga_propellant_used,tp_ga_generations,tp_ga_figure_of_merit
20260131_175222,1,8,5,20,1728,0.0,20812,14039,0,50,5000,Optimal,1156.0,384,386,37.6953125,10.86993874311447,0.0,5550,5550,1.0,106.34834540647846,Optimal,3215.0,1583,816,79.6875,9.446696519851685,2.8800000000000012,5000,5000,1.0,340.3306111553244,Optimal,2860.0,1286,787,76.85546875,9.589556308587392,7.159999999999998,5000,5000,1.0,298.2411185634195,Optimal,3230.0,1626,802,78.3203125,9.081897064050038,2.6800000000000006,5000,5000,1.0,355.6525665530494,completed,3018.0,1392,813,79.39453125,2.136403477191925,3.840000000000001,30,1412.6545066135352
20260131_183330,2,8,6,20,1728,0.0,25366,16620,0,50,5000,Optimal,1511.0,509,501,48.92578125,11.817827256520589,0.0,5550,5550,1.0,127.85768205964362,Optimal,3773.0,1877,948,92.578125,10.647880224386851,3.400000000000001,5000,5000,1.0,354.34282885326735,Optimal,3553.0,1599,977,95.41015625,10.907774738470714,7.199999999999998,5000,5000,1.0,325.73096577333024,Optimal,3837.0,1837,1000,97.65625,10.834378178914388,3.5800000000000005,5000,5000,1.0,354.1504585346189,completed,3599.0,1617,991,96.77734375,2.519099493821462,5.02,30,1428.6851348377406
20260131_192015,3,9,5,20,1728,0.0,20921,14060,0,50,5000,Optimal,1181.0,393,394,38.4765625,10.340297349294026,0.0,5550,5550,1.0,114.21334997495325,Optimal,3178.0,1484,847,82.71484375,9.299329547087352,3.1000000000000005,5000,5000,1.0,341.7450670941523,Optimal,3045.0,1395,825,80.56640625,9.285524316628774,6.059999999999998,5000,5000,1.0,327.92978577924026,Optimal,3209.0,1531,839,81.93359375,9.294643219312032,3.9400000000000013,5000,5000,1.0,345.2526282377865,completed,2947.0,1343,802,78.3203125,2.2871249198913572,4.6000000000000005,30,1288.5172883954183
20260131_200046,4,9,6,20,1728,0.0,25495,16505,0,50,5000,Optimal,1503.0,509,497,48.53515625,12.426835850874584,0.38,5550,5550,1.0,120.94792415675313,Optimal,3899.0,1965,967,94.43359375,11.899619380633036,3.3000000000000007,5000,5000,1.0,327.65753889117934,Optimal,3421.0,1689,866,84.5703125,11.979160487651825,6.619999999999998,5000,5000,1.0,285.5792777404045,Optimal,3846.0,1950,948,92.578125,11.246555082003276,3.5800000000000005,5000,5000,1.0,341.9713834109402,completed,3493.0,1617,938,91.6015625,2.7433640440305074,6.879999999999998,30,1273.2542761142772
20260131_205105,5,12,5,20,1728,0.0,21077,13607,0,50,5000,Optimal,1270.0,442,414,40.4296875,12.911122671763103,0.38,5550,5550,1.0,98.36480004775392,Optimal,3193.0,1569,812,79.296875,11.441819794972737,3.020000000000001,5000,5000,1.0,279.0640000643017,Optimal,2911.0,1243,834,81.4453125,11.407937053839365,10.179999999999998,5000,5000,1.0,255.1732172312694,Optimal,3176.0,1600,788,76.953125,11.42099688053131,2.940000000000001,5000,5000,1.0,278.08430675731444,completed,2982.0,1384,799,78.02734375,2.638137936592102,6.699999999999998,30,1130.3427158369484
20260131_214056,6,12,6,20,1728,0.0,25081,16648,0,50,5000,Optimal,1546.0,516,515,50.29296875,15.174122627576192,0.0,5550,5550,1.0,101.8839795844557,Optimal,3826.0,1894,966,94.3359375,13.714092314243317,4.34,5000,5000,1.0,278.98310091046676,Optimal,3351.0,1443,954,93.1640625,13.674932352701823,15.239999999999997,5000,5000,1.0,245.04691603376938,Optimal,3917.0,1873,1022,99.8046875,13.703774813810984,4.62,5000,5000,1.0,285.8336519111768,completed,3528.0,1572,978,95.5078125,3.2199286103248594,8.039999999999997,30,1095.676465834458
20260131_224026,7,8,5,20,1728,0.2,20898,13870,22,50,5000,Optimal,2286.0,928,679,66.30859375,0.17465113401412963,8.74,5550,87,0.015675675675675675,13088.950225854576,Optimal,2332.0,1002,665,64.94140625,0.007462632656097412,5.439999999999999,5000,0,0.0,312490.25745553995,Optimal,2573.0,1083,745,72.75390625,0.23160472710927327,6.2,5000,119,0.0238,11109.44509688714,Optimal,2998.0,1346,826,80.6640625,4.816113225618998,3.8400000000000007,5000,2499,0.4998,622.4936706330607,completed,2871.0,1253,809,79.00390625,2.1320743838946026,4.6400000000000015,30,1346.575908273717
20260131_224749,8,8,6,20,1728,0.2,25348,16779,27,50,5000,Optimal,2695.0,1131,782,76.3671875,0.15081520477930704,9.120000000000001,5550,63,0.011351351351351352,17869.551043899613,Optimal,2845.0,1167,839,81.93359375,0.4801764448483785,7.379999999999999,5000,205,0.041,5924.905377018948,Optimal,2880.0,1236,822,80.2734375,0.0033615748087565105,7.4,5000,0,0.0,856741.3084182853,Optimal,2802.0,1194,804,78.515625,0.006563238302866618,7.879999999999997,5000,0,0.0,426923.3982828528,completed,3385.0,1495,945,92.28515625,2.369736162821452,6.4399999999999995,30,1428.4290602080175
20260131_225051,9,9,5,20,1728,0.2,21058,13978,36,50,5000,Optimal,2532.0,1136,698,68.1640625,0.14115177392959594,6.079999999999999,5550,67,0.012072072072072072,17938.138002168627,Optimal,2256.0,910,673,65.72265625,0.007909766832987468,7.259999999999999,5000,0,0.0,285217.00419681316,Optimal,2355.0,1007,674,65.8203125,0.11785848140716552,7.1599999999999975,5000,57,0.0114,19981.591243011055,Optimal,2320.0,1008,656,64.0625,0.006408071517944336,5.920000000000001,5000,0,0.0,362043.400031253,completed,1543.0,519,512,50.0,0.005616426467895508,0.2,30,274729.8498110965
20260131_225109,10,9,6,20,1728,0.2,25358,16636,34,50,5000,Optimal,2752.0,1174,789,77.05078125,0.005040673414866129,9.500000000000002,5550,0,0.0,545958.7982597139,Optimal,2912.0,1184,864,84.375,0.009010287125905354,7.459999999999997,5000,0,0.0,323186.1492657374,Optimal,2798.0,1232,783,76.46484375,0.0036450544993082683,6.82,5000,0,0.0,767615.408913909,Optimal,2825.0,1155,835,81.54296875,0.0071731487909952795,7.459999999999997,5000,0,0.0,393829.83433249395,completed,3315.0,1393,961,93.84765625,2.5835318247477215,7.859999999999997,30,1283.1272168763414
